sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
KM507555	-	-	C/India/P135047/2013	4	4	Homo sapiens	TS/NS	India	-	2013	APR	25	1942	-
KM507556	-	-	C/India/P135047/2013	5	5	Homo sapiens	TS/NS	India	-	2013	APR	25	1700	-
KM507557	-	-	C/India/P135047/2013	6	6	Homo sapiens	TS/NS	India	-	2013	APR	25	1124	-
KM507558	-	-	C/India/P135047/2013	7	7	Homo sapiens	TS/NS	India	-	2013	APR	25	858	-
KT232082	-	-	C/India/P119564/2011	1	1	Homo sapiens	TS/NS	India	-	2011	JUN	10	2320	-
KT232083	-	-	C/India/P119564/2011	2	2	Homo sapiens	TS/NS	India	-	2011	JUN	10	2264	-
KT232084	-	-	C/India/P119564/2011	3	3	Homo sapiens	TS/NS	India	-	2011	JUN	10	2129	-
KT232085	-	-	C/India/P119564/2011	4	4	Homo sapiens	TS/NS	India	-	2011	JUN	10	1926	-
KT232086	-	-	C/India/P119564/2011	5	5	Homo sapiens	TS/NS	India	-	2011	JUN	10	1721	-
KT232087	-	-	C/India/P119564/2011	6	6	Homo sapiens	TS/NS	India	-	2011	JUN	10	1084	-
KT232088	-	-	C/India/P119564/2011	7	7	Homo sapiens	TS/NS	India	-	2011	JUN	10	923	-
KT835335	-	-	C/Scotland/5500/2007	2	2	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2194	26655269
KT835336	-	-	C/Scotland/7482/2007	2	2	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2194	26655269
KT835337	-	-	C/Scotland/7383/2007	2	2	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2194	26655269
KT835338	-	-	C/Scotland/6855/2007	2	2	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2194	26655269
KT835339	-	-	C/Scotland/7274/2007	2	2	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2194	26655269
KT835340	-	-	C/Scotland/7482/2007	1	1	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2221	26655269
KT835341	-	-	C/Scotland/7383/2007	1	1	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2221	26655269
KT835342	-	-	C/Scotland/7274/2007	1	1	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2221	26655269
KT835343	-	-	C/Scotland/6855/2007	1	1	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2221	26655269
KT835344	-	-	C/Scotland/5500/2007	1	1	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	2221	26655269
KT835345	-	-	C/Scotland/7482/2007	3	3	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1998	26655269
KT835346	-	-	C/Scotland/7383/2007	3	3	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1998	26655269
KT835347	-	-	C/Scotland/7274/2007	3	3	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1998	26655269
KT835348	-	-	C/Scotland/6855/2007	3	3	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1998	26655269
KT835349	-	-	C/Scotland/5500/2007	3	3	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1998	26655269
KT835350	-	-	C/Scotland/5500/2007	4	4	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1817	26655269
KT835351	-	-	C/Scotland/6855/2007	4	4	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1817	26655269
KT835352	-	-	C/Scotland/7274/2007	4	4	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1817	26655269
KT835353	-	-	C/Scotland/7383/2007	4	4	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1817	26655269
KT835354	-	-	C/Scotland/7482/2007	4	4	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1817	26655269
KT835355	-	-	C/Scotland/5500/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1624	26655269
KT835356	-	-	C/Scotland/7383/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1635	26655269
KT835357	-	-	C/Scotland/7482/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	799	26655269
KT835358	-	-	C/Scotland/7274/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1624	26655269
KT835359	-	-	C/Scotland/5334/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	799	26655269
KT835360	-	-	C/Scotland/6855/2007	5	5	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	1633	26655269
KT835361	-	-	C/Scotland/6855/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	980	26655269
KT835362	-	-	C/Scotland/7274/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	982	26655269
KT835363	-	-	C/Scotland/7482/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	982	26655269
KT835364	-	-	C/Scotland/7383/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	973	26655269
KT835365	-	-	C/Scotland/5500/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	591	26655269
KT835366	-	-	C/Scotland/5334/2007	6	6	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	573	26655269
KT835367	-	-	C/Scotland/7482/2007	7	7	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	737	26655269
KT835368	-	-	C/Scotland/7383/2007	7	7	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	737	26655269
KT835369	-	-	C/Scotland/7274/2007	7	7	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	737	26655269
KT835370	-	-	C/Scotland/6855/2007	7	7	Homo sapiens	respiratory sample	United Kingdom	-	2007	-	-	735	26655269
KY075640	-	-	C/Lancaster/1/2015	1	1	Homo sapiens	-	United Kingdom: Lancaster	-	2015	JAN	23	206	28406194
KY075641	-	-	C/Lancaster/1/2015	1	1	Homo sapiens	-	United Kingdom: Lancaster	-	2015	JAN	23	245	28406194
KY075642	-	-	C/Lancaster/1/2015	6	6	Homo sapiens	-	United Kingdom: Lancaster	-	2015	JAN	23	273	28406194
LC013253	-	-	C/Yamagata/6/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013254	-	-	C/Yamagata/13/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013255	-	-	C/Yamagata/14/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013256	-	-	C/Yamagata/15/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013257	-	-	C/Yamagata/16/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013258	-	-	C/Yamagata/30/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013259	-	-	C/Yamagata/32/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013260	-	-	C/Yamagata/33/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013261	-	-	C/Yamagata/35/2014	-	4	Homo sapiens	-	Japan: Yamagata	-	2014	-	-	1986	25797148
LC013262	-	-	C/Yamagata/14/2006	-	4	Homo sapiens	-	Japan: Yamagata	-	2006	-	-	1986	25797148
LC013263	-	-	C/Yamagata/18/2008	-	4	Homo sapiens	-	Japan: Yamagata	-	2008	-	-	1986	25797148
LC122632	-	-	C/Taylor/1233/1947	4	4	Homo sapiens	-	USA	-	1947	-	-	1986	27384661
LC122633	-	-	C/Great Lakes/1167/1954	4	4	Homo sapiens	-	USA	-	1954	-	-	1986	27384661
LC122634	-	-	C/California/78	4	4	Homo sapiens	-	USA	-	1978	-	-	1986	27384661
LC122635	-	-	C/Mississippi/80	4	4	Homo sapiens	-	USA	-	1980	-	-	1983	27384661
LC122637	-	-	C/England/892/1983	4	4	Homo sapiens	-	United Kingdom	-	1983	-	-	1986	27384661
LC122638	-	-	C/Yamagata/5/2002	4	4	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1926	27384661
LC122639	-	-	C/Miyagi/4/2002	4	4	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1926	27384661
LC122640	-	-	C/Miyagi/11/2002	4	4	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1926	27384661
LC122641	-	-	C/Miyagi/20/2002	4	4	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1926	27384661
LC122642	-	-	C/Miyagi/28/2002	4	4	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1926	27384661
LC122643	-	-	C/Miyagi/31/2002	4	4	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1926	27384661
LC122644	-	-	C/Yamagata/18/2004	4	4	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1926	27384661
LC122645	-	-	C/Yamagata/26/2004	4	4	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1983	27384661
LC122646	-	-	C/Miyagi/25/2004	4	4	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1926	27384661
LC122647	-	-	C/Miyagi/47/2004	4	4	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1926	27384661
LC122648	-	-	C/Yamagata/1/2005	4	4	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1986	27384661
LC122649	-	-	C/Yamagata/2/2005	4	4	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1964	27384661
LC122650	-	-	C/Yamagata/3/2005	4	4	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1964	27384661
LC122651	-	-	C/Miyagi/2/2005	4	4	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1964	27384661
LC122652	-	-	C/Miyagi/4/2005	4	4	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1986	27384661
LC122653	-	-	C/Fukuoka/1/2005	4	4	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	1951	27384661
LC122654	-	-	C/Fukuoka/2/2006	4	4	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	1964	27384661
LC122655	-	-	C/Yamagata/1/2006	4	4	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1986	27384661
LC122656	-	-	C/Yamagata/9/2006	4	4	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1986	27384661
LC122657	-	-	C/Yamagata/13/2006	4	4	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1986	27384661
LC122658	-	-	C/Yamagata/20/2006	4	4	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1986	27384661
LC122659	-	-	C/Miyagi/4/2006	4	4	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	1986	27384661
LC122660	-	-	C/Yamagata/1/2007	4	4	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	1986	27384661
LC122661	-	-	C/Yamagata/3/2008	4	4	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1986	27384661
LC122662	-	-	C/Yamagata/11/2008	4	4	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1986	27384661
LC122663	-	-	C/Yamagata/16/2008	4	4	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1986	27384661
LC122664	-	-	C/Miyagi/2/2008	4	4	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	1986	27384661
LC122665	-	-	C/Miyagi/3/2010	4	4	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	1986	27384661
LC122666	-	-	C/Tokyo/3/2010	4	4	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	1986	27384661
LC122667	-	-	C/Yamagata/1/2012	4	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	27384661
LC122668	-	-	C/Yamagata/3/2012	4	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	27384661
LC122669	-	-	C/Yamagata/7/2012	4	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	27384661
LC122670	-	-	C/Yamagata/14/2012	4	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	27384661
LC122671	-	-	C/Yamagata/28/2012	4	4	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1986	27384661
LC122672	-	-	C/Miyagi/2/2012	4	4	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	1986	27384661
LC122673	-	-	C/Fukuoka/1/2012	4	4	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	1986	27384661
LC122674	-	-	C/Miyagi/2/2014	4	4	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1986	27384661
LC122675	-	-	C/Miyagi/5/2014	4	4	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1986	27384661
LC122676	-	-	C/Miyagi/6/2014	4	4	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1986	27384661
LC122677	-	-	C/Tokyo/1/2014	4	4	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1986	27384661
LC122678	-	-	C/Tokyo/4/2014	4	4	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1986	27384661
LC123283	-	-	C/Taylor/1233/1947	1	1	Homo sapiens	-	USA	-	1947	-	-	2325	27384661
LC123284	-	-	C/Great Lakes/1167/1954	1	1	Homo sapiens	-	USA	-	1954	-	-	2325	27384661
LC123285	-	-	C/Yamagata/64	1	1	Homo sapiens	-	Japan:Yamagata	-	1964	-	-	2325	27384661
LC123286	-	-	C/Johannesburg/4/67	1	1	Homo sapiens	-	South Africa	-	1967	-	-	2325	27384661
LC123287	-	-	C/Paris/1/67	1	1	Homo sapiens	-	France	-	1967	-	-	2325	27384661
LC123288	-	-	C/Georgia/1/69	1	1	Homo sapiens	-	USA	-	1969	-	-	2325	27384661
LC123289	-	-	C/Sapporo/71	1	1	Homo sapiens	-	Japan:Hokkaido	-	1971	-	-	2325	27384661
LC123290	-	-	C/Aomori/74	1	1	Homo sapiens	-	Japan:Aomori	-	1974	-	-	2325	27384661
LC123291	-	-	C/New Jersey/1/76	1	1	Homo sapiens	-	USA	-	1976	-	-	2325	27384661
LC123292	-	-	C/Kanagawa/1/76	1	1	Homo sapiens	-	Japan:Kanagawa	-	1976	-	-	2325	27384661
LC123293	-	-	C/Miyagi/77	1	1	Homo sapiens	-	Japan:Miyagi	-	1977	-	-	2325	27384661
LC123294	-	-	C/California/78	1	1	Homo sapiens	-	USA	-	1978	-	-	2325	27384661
LC123295	-	-	C/Kansas/1/79	1	1	Homo sapiens	-	USA	-	1979	-	-	2325	27384661
LC123296	-	-	C/Greece/1/79	1	1	Homo sapiens	-	Greece	-	1979	-	-	2325	27384661
LC123297	-	-	C/Kyoto/1/79	1	1	Homo sapiens	-	Japan:Kyoto	-	1979	-	-	2325	27384661
LC123298	-	-	C/Shizuoka/79	1	1	Homo sapiens	-	Japan:Shizuoka	-	1979	-	-	2325	27384661
LC123299	-	-	C/Mississippi/80	1	1	Homo sapiens	-	USA	-	1980	-	-	2325	27384661
LC123300	-	-	C/Aichi/1/81	1	1	Homo sapiens	-	Japan:Aichi	-	1981	-	-	2325	27384661
LC123301	-	-	C/Yamagata/7/81	1	1	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2325	27384661
LC123302	-	-	C/Yamagata/10/1981	1	1	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2325	27384661
LC123303	-	-	C/Yamagata/26/81	1	1	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2325	27384661
LC123305	-	-	C/Sao Paulo/378/82	1	1	Homo sapiens	-	Brazil	-	1982	-	-	2325	27384661
LC123306	-	-	C/Nara/82	1	1	Homo sapiens	-	Japan:Nara	-	1982	-	-	2325	27384661
LC123307	-	-	C/England/892/1983	1	1	Homo sapiens	-	United Kingdom	-	1983	-	-	2325	27384661
LC123308	-	-	C/Yamagata/7/88	1	1	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2325	27384661
LC123309	-	-	C/Yamagata/9/88	1	1	Homo sapiens	-	Japan:Yamagata	-	1988	-	-	2325	27384661
LC123310	-	-	C/Yamagata/10/89	1	1	Homo sapiens	-	Japan:Yamagata	-	1989	-	-	2325	27384661
LC123311	-	-	C/Miyagi/5/91	1	1	Homo sapiens	-	Japan:Miyagi	-	1991	-	-	2325	27384661
LC123312	-	-	C/Yamagata/4/92	1	1	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2325	27384661
LC123313	-	-	C/Yamagata/5/92	1	1	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	2325	27384661
LC123314	-	-	C/Yamagata/1/93	1	1	Homo sapiens	-	Japan:Yamagata	-	1993	-	-	2325	27384661
LC123315	-	-	C/Miyagi/1/93	1	1	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2325	27384661
LC123316	-	-	C/Miyagi/3/93	1	1	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2325	27384661
LC123317	-	-	C/Miyagi/7/93	1	1	Homo sapiens	-	Japan:Miyagi	-	1993	-	-	2325	27384661
LC123318	-	-	C/Miyagi/8/96	1	1	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2325	27384661
LC123319	-	-	C/Miyagi/9/96	1	1	Homo sapiens	-	Japan:Miyagi	-	1996	-	-	2325	27384661
LC123320	-	-	C/Yamagata/8/96	1	1	Homo sapiens	-	Japan:Yamagata	-	1996	-	-	2325	27384661
LC123321	-	-	C/Yamagata/13/98	1	1	Homo sapiens	-	Japan:Yamagata	-	1998	-	-	2325	27384661
LC123322	-	-	C/Aichi/1/99	1	1	Homo sapiens	-	Japan:Aichi	-	1999	-	-	2325	27384661
LC123323	-	-	C/Yamagata/3/2000	1	1	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2325	27384661
LC123324	-	-	C/Yamagata/6/2000	1	1	Homo sapiens	-	Japan:Yamagata	-	2000	-	-	2325	27384661
LC123325	-	-	C/Yamagata/5/2002	1	1	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2325	27384661
LC123326	-	-	C/Yamagata/7/2002	1	1	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	2325	27384661
LC123327	-	-	C/Miyagi/4/2002	1	1	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2325	27384661
LC123328	-	-	C/Miyagi/11/2002	1	1	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2325	27384661
LC123329	-	-	C/Miyagi/20/2002	1	1	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2325	27384661
LC123330	-	-	C/Miyagi/28/2002	1	1	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2325	27384661
LC123331	-	-	C/Miyagi/31/2002	1	1	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	2325	27384661
LC123332	-	-	C/Yamagata/3/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123333	-	-	C/Yamagata/14/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123334	-	-	C/Yamagata/15/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123335	-	-	C/Yamagata/18/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123336	-	-	C/Yamagata/26/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123337	-	-	C/Yamagata/27/2004	1	1	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	2325	27384661
LC123338	-	-	C/Miyagi/12/2004	1	1	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2325	27384661
LC123339	-	-	C/Miyagi/25/2004	1	1	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2325	27384661
LC123340	-	-	C/Miyagi/42/2004	1	1	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2325	27384661
LC123341	-	-	C/Miyagi/47/2004	1	1	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	2325	27384661
LC123342	-	-	C/Yamagata/1/2005	1	1	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2325	27384661
LC123343	-	-	C/Yamagata/2/2005	1	1	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2325	27384661
LC123344	-	-	C/Yamagata/3/2005	1	1	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	2325	27384661
LC123345	-	-	C/Miyagi/2/2005	1	1	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2325	27384661
LC123346	-	-	C/Miyagi/4/2005	1	1	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	2325	27384661
LC123347	-	-	C/Fukuoka/1/2005	1	1	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	2325	27384661
LC123348	-	-	C/Fukuoka/2/2006	1	1	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	2325	27384661
LC123349	-	-	C/Yamagata/1/2006	1	1	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2325	27384661
LC123350	-	-	C/Yamagata/9/2006	1	1	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2325	27384661
LC123351	-	-	C/Yamagata/13/2006	1	1	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2325	27384661
LC123352	-	-	C/Yamagata/14/2006	1	1	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2325	27384661
LC123353	-	-	C/Yamagata/20/2006	1	1	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	2325	27384661
LC123354	-	-	C/Miyagi/4/2006	1	1	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	2325	27384661
LC123355	-	-	C/Yamagata/1/2007	1	1	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	2325	27384661
LC123356	-	-	C/Yamagata/3/2008	1	1	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2325	27384661
LC123357	-	-	C/Yamagata/11/2008	1	1	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2325	27384661
LC123358	-	-	C/Yamagata/16/2008	1	1	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2325	27384661
LC123359	-	-	C/Yamagata/18/2008	1	1	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	2325	27384661
LC123360	-	-	C/Miyagi/2/2008	1	1	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	2325	27384661
LC123361	-	-	C/Yamagata/2/2010	1	1	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	2325	27384661
LC123362	-	-	C/Miyagi/3/2010	1	1	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	2325	27384661
LC123363	-	-	C/Tokyo/3/2010	1	1	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	2325	27384661
LC123364	-	-	C/Yamagata/1/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123365	-	-	C/Yamagata/3/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123366	-	-	C/Yamagata/4/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123367	-	-	C/Yamagata/7/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123368	-	-	C/Yamagata/14/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123369	-	-	C/Yamagata/28/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123370	-	-	C/Yamagata/29/2012	1	1	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	2325	27384661
LC123371	-	-	C/Miyagi/2/2012	1	1	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	2325	27384661
LC123372	-	-	C/Fukuoka/1/2012	1	1	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	2325	27384661
LC123373	-	-	C/Yamagata/6/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123374	-	-	C/Yamagata/13/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123375	-	-	C/Yamagata/16/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123376	-	-	C/Yamagata/30/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123377	-	-	C/Yamagata/32/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123378	-	-	C/Yamagata/33/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123379	-	-	C/Yamagata/35/2014	1	1	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	2325	27384661
LC123380	-	-	C/Miyagi/2/2014	1	1	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2325	27384661
LC123381	-	-	C/Miyagi/5/2014	1	1	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2325	27384661
LC123382	-	-	C/Miyagi/6/2014	1	1	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	2325	27384661
LC123383	-	-	C/Tokyo/1/2014	1	1	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2325	27384661
LC123384	-	-	C/Tokyo/4/2014	1	1	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	2325	27384661
LC123385	-	-	C/Taylor/1233/1947	2	2	Homo sapiens	-	USA	-	1947	-	-	2322	27384661
LC123386	-	-	C/Great Lakes/1167/1954	2	2	Homo sapiens	-	USA	-	1954	-	-	2322	27384661
LC123387	-	-	C/Yamagata/64	2	2	Homo sapiens	-	Japan:Yamagata	-	1964	-	-	2322	27384661
LC123388	-	-	C/Johannesburg/4/67	2	2	Homo sapiens	-	South Africa	-	1967	-	-	2322	27384661
LC123389	-	-	C/Paris/1/67	2	2	Homo sapiens	-	France	-	1967	-	-	2322	27384661
LC123390	-	-	C/Georgia/1/69	2	2	Homo sapiens	-	USA	-	1969	-	-	2322	27384661
LC123391	-	-	C/Sapporo/71	2	2	Homo sapiens	-	Japan:Hokkaido	-	1971	-	-	2322	27384661
LC123392	-	-	C/Aomori/74	2	2	Homo sapiens	-	Japan:Aomori	-	1974	-	-	2322	27384661
LC123393	-	-	C/New Jersey/1/76	2	2	Homo sapiens	-	USA	-	1976	-	-	2322	27384661
LC123394	-	-	C/Kanagawa/1/76	2	2	Homo sapiens	-	Japan:Kanagawa	-	1976	-	-	2322	27384661
LC123395	-	-	C/Miyagi/77	2	2	Homo sapiens	-	Japan:Miyagi	-	1977	-	-	2322	27384661
LC123396	-	-	C/California/78	2	2	Homo sapiens	-	USA	-	1978	-	-	2322	27384661
LC123397	-	-	C/Kansas/1/79	2	2	Homo sapiens	-	USA	-	1979	-	-	2322	27384661
LC123398	-	-	C/Greece/1/79	2	2	Homo sapiens	-	Greece	-	1979	-	-	2322	27384661
LC123399	-	-	C/Kyoto/1/79	2	2	Homo sapiens	-	Japan:Kyoto	-	1979	-	-	2322	27384661
LC123400	-	-	C/Shizuoka/79	2	2	Homo sapiens	-	Japan:Shizuoka	-	1979	-	-	2322	27384661
LC123401	-	-	C/Mississippi/80	2	2	Homo sapiens	-	USA	-	1980	-	-	2322	27384661
LC123402	-	-	C/Aichi/1/81	2	2	Homo sapiens	-	Japan:Aichi	-	1981	-	-	2322	27384661
LC123403	-	-	C/Yamagata/7/81	2	2	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2322	27384661
LC123404	-	-	C/Yamagata/10/1981	2	2	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2322	27384661
LC123405	-	-	C/Yamagata/26/81	2	2	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	2322	27384661
