sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source	m49_country
MK050096	icv-ncbi-refseqs-seg7	7	7	-	-	2015	APR	11	South Korea	778	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330884	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUN	25	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330891	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUL	7	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330898	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUL	24	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330905	icv-ncbi-refseqs-seg7	7	7	-	-	2014	OCT	2	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330912	icv-ncbi-refseqs-seg7	7	7	-	-	2017	MAY	16	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330919	icv-ncbi-refseqs-seg7	7	7	-	-	2017	JUN	15	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330926	icv-ncbi-refseqs-seg7	7	7	-	-	2018	MAR	27	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330933	icv-ncbi-refseqs-seg7	7	7	-	-	2018	APR	24	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330940	icv-ncbi-refseqs-seg7	7	7	-	-	2019	JUL	8	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330947	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUN	2	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330954	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUN	20	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330961	icv-ncbi-refseqs-seg7	7	7	-	-	2017	JUN	13	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330968	icv-ncbi-refseqs-seg7	7	7	-	-	2016	JUN	29	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330975	icv-ncbi-refseqs-seg7	7	7	-	-	2016	JUL	18	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330982	icv-ncbi-refseqs-seg7	7	7	-	-	2016	AUG	23	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330989	icv-ncbi-refseqs-seg7	7	7	-	-	2016	OCT	5	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330996	icv-ncbi-refseqs-seg7	7	7	-	-	2014	JUL	10	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331003	icv-ncbi-refseqs-seg7	7	7	-	-	2015	JUL	3	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331010	icv-ncbi-refseqs-seg7	7	7	-	-	2014	MAR	18	Philippines	862	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006306	icv-ncbi-refseqs-seg7	7	7	-	-	1950	-	-	-	935	17537859	Influenza C virus (C/Ann Arbor/1/50)	-	-	-	-	-
OK254891	icv-ncbi-refseqs-seg7	7	7	-	-	2020	-	-	China	738	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254898	icv-ncbi-refseqs-seg7	7	7	-	-	2020	-	-	China	738	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
