sequenceID	isolate	length	collection_year	collection_month	collection_month_day	gb_segment	country	place_sampled	pubmed_id	host_sci_name
CY152103	B/Sydney/20/2005	2301	2005	AUG	25	1	Australia	-	-	Homo sapiens
CY152104	B/Sydney/20/2005	2349	2005	AUG	25	2	Australia	-	-	Homo sapiens
CY152105	B/Brisbane/68/2005	1843	2005	AUG	25	4	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152106	B/Brisbane/68/2005	1157	2005	AUG	25	7	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152107	B/Brisbane/68/2005	1515	2005	AUG	25	6	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152108	B/Brisbane/68/2005	1786	2005	AUG	25	5	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152109	B/Brisbane/68/2005	1060	2005	AUG	25	8	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152110	B/Brisbane/68/2005	2270	2005	AUG	25	3	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152111	B/Brisbane/68/2005	2303	2005	AUG	25	1	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152112	B/Brisbane/68/2005	2351	2005	AUG	25	2	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152113	B/Sydney/18/2005	1842	2005	AUG	25	4	Australia	-	-	human; age Y
CY152114	B/Sydney/18/2005	1150	2005	AUG	25	7	Australia	-	-	human; age Y
CY152115	B/Sydney/18/2005	1515	2005	AUG	25	6	Australia	-	-	human; age Y
CY152116	B/Sydney/18/2005	1798	2005	AUG	25	5	Australia	-	-	human; age Y
CY152117	B/Sydney/18/2005	1060	2005	AUG	25	8	Australia	-	-	human; age Y
CY152118	B/Sydney/18/2005	2181	2005	AUG	25	3	Australia	-	-	human; age Y
CY152119	B/Sydney/18/2005	2303	2005	AUG	25	1	Australia	-	-	human; age Y
CY152120	B/Sydney/18/2005	2351	2005	AUG	25	2	Australia	-	-	human; age Y
CY152121	B/Sydney/19/2005	1844	2005	AUG	26	4	Australia	-	-	Homo sapiens
CY152122	B/Sydney/19/2005	1151	2005	AUG	26	7	Australia	-	-	Homo sapiens
CY152123	B/Sydney/19/2005	1513	2005	AUG	26	6	Australia	-	-	Homo sapiens
CY152124	B/Sydney/19/2005	1773	2005	AUG	26	5	Australia	-	-	Homo sapiens
CY152125	B/Sydney/19/2005	1043	2005	AUG	26	8	Australia	-	-	Homo sapiens
CY152126	B/Sydney/19/2005	2269	2005	AUG	26	3	Australia	-	-	Homo sapiens
CY152127	B/Sydney/19/2005	2328	2005	AUG	26	1	Australia	-	-	Homo sapiens
CY152128	B/Sydney/19/2005	2353	2005	AUG	26	2	Australia	-	-	Homo sapiens
CY152129	B/Victoria/525/2005	1842	2005	AUG	27	4	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152130	B/Victoria/525/2005	1145	2005	AUG	27	7	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152131	B/Victoria/525/2005	1515	2005	AUG	27	6	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152132	B/Victoria/525/2005	1798	2005	AUG	27	5	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152133	B/Victoria/525/2005	1061	2005	AUG	27	8	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152134	B/Victoria/525/2005	2270	2005	AUG	27	3	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152135	B/Victoria/525/2005	2334	2005	AUG	27	1	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152136	B/Victoria/525/2005	2360	2005	AUG	27	2	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152137	B/Brisbane/77/2005	1843	2005	AUG	29	4	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152138	B/Brisbane/77/2005	1149	2005	AUG	29	7	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152139	B/Brisbane/77/2005	1515	2005	AUG	29	6	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152140	B/Brisbane/77/2005	1798	2005	AUG	29	5	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152141	B/Brisbane/77/2005	1060	2005	AUG	29	8	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152142	B/Brisbane/77/2005	2270	2005	AUG	29	3	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152143	B/Brisbane/77/2005	2319	2005	AUG	29	1	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152144	B/Brisbane/77/2005	2351	2005	AUG	29	2	Australia: Brisbane	Brisbane	-	human; gender F; age <1Y
CY152145	B/Brisbane/60/2005	1843	2005	AUG	31	4	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152146	B/Brisbane/60/2005	1148	2005	AUG	31	7	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152147	B/Brisbane/60/2005	1522	2005	AUG	31	6	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152148	B/Brisbane/60/2005	1773	2005	AUG	31	5	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152149	B/Brisbane/60/2005	1055	2005	AUG	31	8	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152150	B/Brisbane/60/2005	2258	2005	AUG	31	3	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152151	B/Brisbane/60/2005	2295	2005	AUG	31	1	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152152	B/Brisbane/60/2005	2349	2005	AUG	31	2	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152153	B/Victoria/527/2005	1842	2005	SEP	3	4	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152154	B/Victoria/527/2005	1157	2005	SEP	3	7	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152155	B/Victoria/527/2005	1515	2005	SEP	3	6	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152156	B/Victoria/527/2005	1798	2005	SEP	3	5	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152157	B/Victoria/527/2005	1061	2005	SEP	3	8	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152158	B/Victoria/527/2005	2270	2005	SEP	3	3	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152159	B/Victoria/527/2005	2303	2005	SEP	3	1	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152160	B/Victoria/527/2005	2354	2005	SEP	3	2	Australia: Victoria	Victoria	-	human; gender M; age 8Y
CY152161	B/Brisbane/90/2005	1843	2005	SEP	6	4	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152162	B/Brisbane/90/2005	1089	2005	SEP	6	7	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152163	B/Brisbane/90/2005	1516	2005	SEP	6	6	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152164	B/Brisbane/90/2005	1768	2005	SEP	6	5	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152165	B/Brisbane/90/2005	1061	2005	SEP	6	8	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152166	B/Brisbane/90/2005	2270	2005	SEP	6	3	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152167	B/Brisbane/90/2005	2323	2005	SEP	6	1	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152168	B/Brisbane/90/2005	2351	2005	SEP	6	2	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152169	B/Townsville/18/2005	1842	2005	SEP	6	4	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152170	B/Townsville/18/2005	1144	2005	SEP	6	7	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152171	B/Townsville/18/2005	1516	2005	SEP	6	6	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152172	B/Townsville/18/2005	1804	2005	SEP	6	5	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152173	B/Townsville/18/2005	1061	2005	SEP	6	8	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152174	B/Townsville/18/2005	2270	2005	SEP	6	3	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152175	B/Townsville/18/2005	2323	2005	SEP	6	1	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152176	B/Townsville/18/2005	2351	2005	SEP	6	2	Australia: Townsville	Townsville	-	human; gender M; age 88Y
CY152177	B/Sydney/15/2005	1842	2005	SEP	6	4	Australia	-	-	human; gender F; age 4Y
CY152178	B/Sydney/15/2005	1151	2005	SEP	6	7	Australia	-	-	human; gender F; age 4Y
CY152179	B/Sydney/15/2005	1505	2005	SEP	6	6	Australia	-	-	human; gender F; age 4Y
CY152180	B/Sydney/15/2005	1793	2005	SEP	6	5	Australia	-	-	human; gender F; age 4Y
CY152181	B/Sydney/15/2005	1055	2005	SEP	6	8	Australia	-	-	human; gender F; age 4Y
CY152182	B/Sydney/15/2005	2269	2005	SEP	6	3	Australia	-	-	human; gender F; age 4Y
CY152183	B/Sydney/15/2005	2328	2005	SEP	6	1	Australia	-	-	human; gender F; age 4Y
CY152184	B/Sydney/15/2005	2353	2005	SEP	6	2	Australia	-	-	human; gender F; age 4Y
CY152185	B/Otago/18/2005	1842	2005	SEP	7	4	New Zealand	-	-	human; gender F; age 12Y
CY152186	B/Otago/18/2005	1151	2005	SEP	7	7	New Zealand	-	-	human; gender F; age 12Y
CY152187	B/Otago/18/2005	1513	2005	SEP	7	6	New Zealand	-	-	human; gender F; age 12Y
CY152188	B/Otago/18/2005	1793	2005	SEP	7	5	New Zealand	-	-	human; gender F; age 12Y
CY152189	B/Otago/18/2005	1062	2005	SEP	7	8	New Zealand	-	-	human; gender F; age 12Y
CY152190	B/Otago/18/2005	2265	2005	SEP	7	3	New Zealand	-	-	human; gender F; age 12Y
CY152191	B/Otago/18/2005	2292	2005	SEP	7	1	New Zealand	-	-	human; gender F; age 12Y
CY152192	B/Otago/18/2005	2352	2005	SEP	7	2	New Zealand	-	-	human; gender F; age 12Y
CY152193	B/Brisbane/85/2005	1842	2005	SEP	9	4	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152194	B/Brisbane/85/2005	1144	2005	SEP	9	7	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152195	B/Brisbane/85/2005	1516	2005	SEP	9	6	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152196	B/Brisbane/85/2005	1804	2005	SEP	9	5	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152197	B/Brisbane/85/2005	1046	2005	SEP	9	8	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152198	B/Brisbane/85/2005	2270	2005	SEP	9	3	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152199	B/Brisbane/85/2005	2323	2005	SEP	9	1	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152200	B/Brisbane/85/2005	2351	2005	SEP	9	2	Australia: Brisbane	Brisbane	-	human; gender M; age 20Y
CY152201	B/Brisbane/97/2005	1842	2005	SEP	12	4	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152202	B/Brisbane/97/2005	1157	2005	SEP	12	7	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152203	B/Brisbane/97/2005	1515	2005	SEP	12	6	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152204	B/Brisbane/97/2005	1798	2005	SEP	12	5	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152205	B/Brisbane/97/2005	1039	2005	SEP	12	8	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152206	B/Brisbane/97/2005	2270	2005	SEP	12	3	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152207	B/Brisbane/97/2005	2303	2005	SEP	12	1	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152208	B/Brisbane/97/2005	2360	2005	SEP	12	2	Australia: Brisbane	Brisbane	-	human; gender F; age 6Y
CY152209	B/Sydney/503/2005	1842	2005	SEP	14	4	Australia	-	-	Homo sapiens
CY152210	B/Sydney/503/2005	1151	2005	SEP	14	7	Australia	-	-	Homo sapiens
CY152211	B/Sydney/503/2005	1504	2005	SEP	14	6	Australia	-	-	Homo sapiens
CY152212	B/Sydney/503/2005	1809	2005	SEP	14	5	Australia	-	-	Homo sapiens
CY152213	B/Sydney/503/2005	1054	2005	SEP	14	8	Australia	-	-	Homo sapiens
CY152214	B/Sydney/503/2005	2265	2005	SEP	14	3	Australia	-	-	Homo sapiens
CY152215	B/Sydney/503/2005	2328	2005	SEP	14	1	Australia	-	-	Homo sapiens
CY152216	B/Sydney/503/2005	2352	2005	SEP	14	2	Australia	-	-	Homo sapiens
CY152217	B/Victoria/310/2005	1842	2005	SEP	14	4	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152218	B/Victoria/310/2005	1157	2005	SEP	14	7	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152219	B/Victoria/310/2005	1515	2005	SEP	14	6	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152220	B/Victoria/310/2005	1798	2005	SEP	14	5	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152221	B/Victoria/310/2005	1060	2005	SEP	14	8	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152222	B/Victoria/310/2005	2270	2005	SEP	14	3	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152223	B/Victoria/310/2005	2331	2005	SEP	14	1	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152224	B/Victoria/310/2005	2352	2005	SEP	14	2	Australia: Victoria	Victoria	-	human; gender F; age <1Y
CY152225	B/Newcastle/12/2005	1848	2005	SEP	22	4	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152226	B/Newcastle/12/2005	1839	2005	SEP	22	4	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152227	B/Newcastle/12/2005	1147	2005	SEP	22	7	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152228	B/Newcastle/12/2005	1499	2005	SEP	22	6	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152229	B/Newcastle/12/2005	1800	2005	SEP	22	5	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152230	B/Newcastle/12/2005	1052	2005	SEP	22	8	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152231	B/Newcastle/12/2005	2264	2005	SEP	22	3	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152232	B/Newcastle/12/2005	2332	2005	SEP	22	1	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152233	B/Newcastle/12/2005	2353	2005	SEP	22	2	Australia: Newcastle	Newcastle	-	human; gender M; age 1.5Y
CY152234	B/Victoria/528/2005	1842	2005	SEP	26	4	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152235	B/Victoria/528/2005	1149	2005	SEP	26	7	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152236	B/Victoria/528/2005	1516	2005	SEP	26	6	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152237	B/Victoria/528/2005	1784	2005	SEP	26	5	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152238	B/Victoria/528/2005	1063	2005	SEP	26	8	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152239	B/Victoria/528/2005	2270	2005	SEP	26	3	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152240	B/Victoria/528/2005	2323	2005	SEP	26	1	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152241	B/Victoria/528/2005	2354	2005	SEP	26	2	Australia: Victoria	Victoria	-	human; gender F; age 10Y
CY152242	B/Sydney/504/2005	1842	2005	SEP	28	4	Australia	-	-	Homo sapiens
CY152243	B/Sydney/504/2005	1149	2005	SEP	28	7	Australia	-	-	Homo sapiens
CY152244	B/Sydney/504/2005	1516	2005	SEP	28	6	Australia	-	-	Homo sapiens
CY152245	B/Sydney/504/2005	1804	2005	SEP	28	5	Australia	-	-	Homo sapiens
CY152246	B/Sydney/504/2005	1061	2005	SEP	28	8	Australia	-	-	Homo sapiens
CY152247	B/Sydney/504/2005	2270	2005	SEP	28	3	Australia	-	-	Homo sapiens
CY152248	B/Sydney/504/2005	2323	2005	SEP	28	1	Australia	-	-	Homo sapiens
CY152249	B/Sydney/504/2005	2354	2005	SEP	28	2	Australia	-	-	Homo sapiens
CY152250	B/Brisbane/99/2005	1842	2005	OCT	5	4	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152251	B/Brisbane/99/2005	1150	2005	OCT	5	7	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152252	B/Brisbane/99/2005	1515	2005	OCT	5	6	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152253	B/Brisbane/99/2005	1798	2005	OCT	5	5	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152254	B/Brisbane/99/2005	1060	2005	OCT	5	8	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152255	B/Brisbane/99/2005	2270	2005	OCT	5	3	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152256	B/Brisbane/99/2005	2305	2005	OCT	5	1	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152257	B/Brisbane/99/2005	2351	2005	OCT	5	2	Australia: Brisbane	Brisbane	-	human; gender M; age 2Y
CY152258	B/Sydney/505/2005	1843	2005	OCT	12	4	Australia	-	-	Homo sapiens
CY152259	B/Sydney/505/2005	1151	2005	OCT	12	7	Australia	-	-	Homo sapiens
CY152260	B/Sydney/505/2005	1505	2005	OCT	12	6	Australia	-	-	Homo sapiens
CY152261	B/Sydney/505/2005	1809	2005	OCT	12	5	Australia	-	-	Homo sapiens
CY152262	B/Sydney/505/2005	1062	2005	OCT	12	8	Australia	-	-	Homo sapiens
CY152263	B/Sydney/505/2005	2267	2005	OCT	12	3	Australia	-	-	Homo sapiens
CY152264	B/Sydney/505/2005	2324	2005	OCT	12	1	Australia	-	-	Homo sapiens
CY152265	B/Sydney/505/2005	2353	2005	OCT	12	2	Australia	-	-	Homo sapiens
CY152266	B/Brisbane/103/2005	1843	2005	OCT	17	4	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152267	B/Brisbane/103/2005	1157	2005	OCT	17	7	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152268	B/Brisbane/103/2005	1515	2005	OCT	17	6	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152269	B/Brisbane/103/2005	1786	2005	OCT	17	5	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152270	B/Brisbane/103/2005	1060	2005	OCT	17	8	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152271	B/Brisbane/103/2005	2270	2005	OCT	17	3	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152272	B/Brisbane/103/2005	2319	2005	OCT	17	1	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152273	B/Brisbane/103/2005	2351	2005	OCT	17	2	Australia: Brisbane	Brisbane	-	Homo sapiens
CY152274	B/Victoria/532/2005	1847	2005	DEC	12	4	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152275	B/Victoria/532/2005	1154	2005	DEC	12	7	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152276	B/Victoria/532/2005	1504	2005	DEC	12	6	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152277	B/Victoria/532/2005	1810	2005	DEC	12	5	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152278	B/Victoria/532/2005	1061	2005	DEC	12	8	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152279	B/Victoria/532/2005	2263	2005	DEC	12	3	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152280	B/Victoria/532/2005	2319	2005	DEC	12	1	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152281	B/Victoria/532/2005	2351	2005	DEC	12	2	Australia: Victoria	Victoria	-	human; gender F; age 2Y
CY152282	B/Brisbane/2/2006	1847	2006	FEB	23	4	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152283	B/Brisbane/2/2006	1149	2006	FEB	23	7	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152284	B/Brisbane/2/2006	1516	2006	FEB	23	6	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152285	B/Brisbane/2/2006	1772	2006	FEB	23	5	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152286	B/Brisbane/2/2006	1063	2006	FEB	23	8	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152287	B/Brisbane/2/2006	2267	2006	FEB	23	3	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152288	B/Brisbane/2/2006	2324	2006	FEB	23	1	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152289	B/Brisbane/2/2006	2351	2006	FEB	23	2	Australia: Brisbane	Brisbane	-	human; gender M; age <1Y
CY152290	B/Brisbane/1/2006	1847	2006	FEB	27	4	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152291	B/Brisbane/1/2006	1149	2006	FEB	27	7	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152292	B/Brisbane/1/2006	1516	2006	FEB	27	6	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152293	B/Brisbane/1/2006	1776	2006	FEB	27	5	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152294	B/Brisbane/1/2006	1063	2006	FEB	27	8	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152295	B/Brisbane/1/2006	2245	2006	FEB	27	3	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152296	B/Brisbane/1/2006	2334	2006	FEB	27	1	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152297	B/Brisbane/1/2006	2351	2006	FEB	27	2	Australia: Brisbane	Brisbane	-	human; gender M; age 9Y
CY152298	B/Christchurch/4/2006	1847	2006	MAR	8	4	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152299	B/Christchurch/4/2006	1154	2006	MAR	8	7	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152300	B/Christchurch/4/2006	1514	2006	MAR	8	6	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152301	B/Christchurch/4/2006	1780	2006	MAR	8	5	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152302	B/Christchurch/4/2006	1061	2006	MAR	8	8	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152303	B/Christchurch/4/2006	2245	2006	MAR	8	3	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152304	B/Christchurch/4/2006	2334	2006	MAR	8	1	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152305	B/Christchurch/4/2006	2360	2006	MAR	8	2	New Zealand: Christchurch	Christchurch	-	human; gender M; age 42Y
CY152306	B/Victoria/501/2006	1847	2006	MAY	7	4	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152307	B/Victoria/501/2006	1154	2006	MAY	7	7	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152308	B/Victoria/501/2006	1515	2006	MAY	7	6	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152309	B/Victoria/501/2006	1810	2006	MAY	7	5	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152310	B/Victoria/501/2006	1061	2006	MAY	7	8	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152311	B/Victoria/501/2006	2245	2006	MAY	7	3	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152312	B/Victoria/501/2006	2331	2006	MAY	7	1	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152313	B/Victoria/501/2006	2351	2006	MAY	7	2	Australia: Victoria	Victoria	-	human; gender M; age 18Y
CY152314	B/Victoria/504/2006	1847	2006	MAY	30	4	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152315	B/Victoria/504/2006	1149	2006	MAY	30	7	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152316	B/Victoria/504/2006	1515	2006	MAY	30	6	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152317	B/Victoria/504/2006	1810	2006	MAY	30	5	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152318	B/Victoria/504/2006	1061	2006	MAY	30	8	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152319	B/Victoria/504/2006	2263	2006	MAY	30	3	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152320	B/Victoria/504/2006	2319	2006	MAY	30	1	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152321	B/Victoria/504/2006	2352	2006	MAY	30	2	Australia: Victoria	Victoria	-	human; gender M; age 3Y
CY152322	B/Victoria/505/2006	1758	2006	JUN	4	4	Australia: Victoria	Victoria	-	human; gender M; age 7Y
CY152323	B/Victoria/505/2006	1149	2006	JUN	4	7	Australia: Victoria	Victoria	-	human; gender M; age 7Y
CY152324	B/Victoria/505/2006	1515	2006	JUN	4	6	Australia: Victoria	Victoria	-	human; gender M; age 7Y
CY152325	B/Victoria/505/2006	1774	2006	JUN	4	5	Australia: Victoria	Victoria	-	human; gender M; age 7Y
CY152326	B/Victoria/505/2006	1061	2006	JUN	4	8	Australia: Victoria	Victoria	-	human; gender M; age 7Y
CY152327	B/Victoria/505/2006	2263	2006	JUN	4	3	Australia: Victoria	Victoria	-	human; gender M; age 7Y
